datetime,cannonsville,pepacton,neversink,aggregate
1945-01-01,,,,501.63196872145636
1945-01-02,,,,501.63196872145636
1945-01-03,,,,501.63196872145636
1945-01-04,,,,805.7533636286481
1945-01-05,,,,838.2977195412258
1945-01-06,,,,838.2977195412258
1945-01-07,,,,838.2977195412258
1945-01-08,,,,838.2977195412258
1945-01-09,,,,838.2977195412258
1945-01-10,,,,838.2977195412258
1945-01-11,,,,839.4199387106252
1945-01-12,,,,988.6750882407227
1945-01-13,,,,1025.7083208308975
1945-01-14,,,,1025.7083208308975
1945-01-15,,,,1025.7083208308975
1945-01-16,,,,1051.51936172708
1945-01-17,,,,1054.8860192352774
1945-01-18,,,,1054.8860192352774
1945-01-19,,,,1054.8860192352774
1945-01-20,,,,1054.8860192352774
1945-01-21,,,,1054.8860192352774
1945-01-22,,,,1053.763800065878
1945-01-23,,,,1053.763800065878
1945-01-24,,,,980.8195540549282
1945-01-25,,,,978.5751157161297
1945-01-26,,,,1054.8860192352774
1945-01-27,,,,1054.8860192352774
1945-01-28,,,,1054.8860192352774
1945-01-29,,,,1171.5968128527977
1945-01-30,,,,1164.8634978364023
1945-01-31,,,,1159.2524019894058
1945-02-01,,,,499.0644823446843
1945-02-02,,,,499.0644823446843
1945-02-03,,,,499.0644823446843
1945-02-04,,,,801.6293027370991
1945-02-05,,,,834.0070879451434
1945-02-06,,,,834.0070879451434
1945-02-07,,,,834.0070879451434
1945-02-08,,,,834.0070879451434
1945-02-09,,,,834.0070879451434
1945-02-10,,,,834.0070879451434
1945-02-11,,,,835.1235632971451
1945-02-12,,,,983.6147851133486
1945-02-13,,,,1020.4584717293992
1945-02-14,,,,1020.4584717293992
1945-02-15,,,,1020.4584717293992
1945-02-16,,,,1046.1374048254347
1945-02-17,,,,1049.4868308814391
1945-02-18,,,,1049.4868308814391
1945-02-19,,,,1049.4868308814391
1945-02-20,,,,1049.4868308814391
1945-02-21,,,,1049.4868308814391
1945-02-22,,,,1048.3703555294376
1945-02-23,,,,1048.3703555294376
1945-02-24,,,,975.7994576493379
1945-02-25,,,,973.566506945335
1945-02-26,,,,1049.4868308814391
1945-02-27,,,,1049.4868308814391
1945-02-28,,,,1049.4868308814391
1945-03-01,,,,646.7661082098945
1945-03-02,,,,570.5610380582755
1945-03-03,,,,344.8767918400193
1945-03-04,,,,357.5776368652891
1945-03-05,,,,581.3079069258115
1945-03-06,,,,582.2848950046782
1945-03-07,,,,585.2158592412791
1945-03-08,,,,644.8121320521606
1945-03-09,,,,637.9732155000922
1945-03-10,,,,368.3245057328251
1945-03-11,,,,356.60064878642214
1945-03-12,,,,640.904179736693
1945-03-13,,,,646.7661082098945
1945-03-14,,,,664.3518936294988
1945-03-15,,,,8.79289270980219
1945-03-16,,,,0.0
1945-03-17,,,,0.0
1945-03-18,,,,0.0
1945-03-19,,,,199.30556808884967
1945-03-20,,,,210.05243695638563
1945-03-21,,,,207.12147271978492
1945-03-22,,,,361.48558918075673
1945-03-23,,,,391.772219625631
1945-03-24,,,,342.92281568228543
1945-03-25,,,,342.92281568228543
1945-03-26,,,,35.17157083920876
1945-03-27,,,,0.0
1945-03-28,,,,0.0
1945-03-29,,,,0.0
1945-03-30,,,,0.0
1945-03-31,,,,0.0
1945-04-01,,,,546.0155803280059
1945-04-02,,,,489.42851109401255
1945-04-03,,,,675.0738084055346
1945-04-04,,,,769.3855904621903
1945-04-05,,,,769.3855904621903
1945-04-06,,,,355.406505013502
1945-04-07,,,,273.0077901640029
1945-04-08,,,,553.9576251327768
1945-04-09,,,,571.8272259435117
1945-04-10,,,,625.436028375716
1945-04-11,,,,703.8637208228296
1945-04-12,,,,703.8637208228296
1945-04-13,,,,787.2551912729249
1945-04-14,,,,852.7770609122856
1945-04-15,,,,778.3203908675575
1945-04-16,,,,860.7191057170566
1945-04-17,,,,754.4942564532446
1945-04-18,,,,857.7408389152675
1945-04-19,,,,862.7046169182495
1945-04-20,,,,666.1390080001671
1945-04-21,,,,609.551938766174
1945-04-22,,,,604.5881607631919
1945-04-23,,,,653.2331851924143
1945-04-24,,,,647.2766515888361
1945-04-25,,,,647.2766515888361
1945-04-26,,,,646.2838959882398
1945-04-27,,,,717.7622992311788
1945-04-28,,,,743.5739448466844
1945-04-29,,,,743.5739448466844
1945-04-30,,,,661.1752299971854
1945-05-01,,,,515.563494783298
1945-05-02,,,,514.5405513412677
1945-05-03,,,,409.1773768121413
1945-05-04,,,,409.1773768121413
1945-05-05,,,,433.72801942086966
1945-05-06,,,,463.39337923975
1945-05-07,,,,509.42583413111583
1945-05-08,,,,316.0895235873791
1945-05-09,,,,317.1124670294096
1945-05-10,,,,531.9305898557836
1945-05-11,,,,568.7565537688764
1945-05-12,,,,569.7794972109066
1945-05-13,,,,745.7257692401275
1945-05-14,,,,577.9630447471495
1945-05-15,,,,412.2462071382324
1945-05-16,,,,366.21375224686636
